Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,4,21,11:00,UTC,5,987.9,66,,,3.9,-1.8,38490,160,4.4,2.4
2017,4,21,12:00,UTC,5,987.5,63,,,4,-2.5,36760,151,6.7,3.5
2017,4,21,13:00,UTC,5,987.3,59,,,4.4,-3,39130,153,5.6,3.2
2017,4,21,14:00,UTC,1,987.1,56,,,4.5,-3.6,46880,172,5.5,2.9
2017,4,21,15:00,UTC,7,987,55,,,4.5,-3.9,34620,150,6.1,4.3
2017,4,21,16:00,UTC,7,987.1,57,,,3.9,-3.8,38450,152,4.1,2.7
2017,4,21,17:00,UTC,7,987.1,62,,,3.4,-3.3,34600,167,3.3,1.8
2017,4,21,18:00,UTC,7,987.3,64,,,2.9,-3.2,33460,110,2.1,1.2
2017,4,21,19:00,UTC,8,987.4,70,,,2.2,-2.7,18470,52,2.1,1.2
2017,4,21,20:00,UTC,8,987.5,73,,,1.3,-3.1,28640,52,2.4,1.6
2017,4,21,21:00,UTC,7,987.8,73,,,0.7,-3.5,32640,44,2.9,1.6
2017,4,21,22:00,UTC,5,988.3,79,,,-0.5,-3.6,39450,31,2.9,1.9
2017,4,21,23:00,UTC,0,988.7,78,,,-0.6,-3.9,35770,39,4.1,2.5
2017,4,22,00:00,UTC,8,989.3,81,,,-0.7,-3.6,40770,37,3.2,2.1
2017,4,22,01:00,UTC,7,989.8,82,,,-0.8,-3.5,49030,22,3.3,1.8
2017,4,22,02:00,UTC,7,990.3,85,,,-1.1,-3.3,50000,11,3.8,1.9
2017,4,22,03:00,UTC,7,990.9,88,,,-1.4,-3.1,29660,10,4.3,2.3
2017,4,22,04:00,UTC,5,991.4,92,,,-1.5,-2.6,44160,53,3,1.7
2017,4,22,05:00,UTC,8,991.9,90,,,-0.5,-2,45610,3,3.1,1.5
2017,4,22,06:00,UTC,5,992.5,85,,,0.2,-2.1,39750,13,3.5,1.9
2017,4,22,07:00,UTC,8,993,80,,,1.5,-1.7,37220,13,4.1,2
2017,4,22,08:00,UTC,7,993.6,75,,,2.2,-1.8,32170,23,4.7,2.7
2017,4,22,09:00,UTC,7,993.8,68,,,3,-2.4,32600,343,4.6,2.3
2017,4,22,10:00,UTC,7,994.3,71,,,3,-1.6,46960,331,4.7,2.7
2017,4,22,11:00,UTC,7,994.5,74,,,3.1,-1,31660,343,6.5,3.4
2017,4,22,12:00,UTC,5,994.9,73,,,3.4,-1.1,37800,331,5.6,3.5
2017,4,22,13:00,UTC,7,995.3,83,,,2.2,-0.4,46600,26,4.5,2.5
2017,4,22,14:00,UTC,3,995.6,80,,,2.7,-0.4,36300,330,5,3.2
2017,4,22,15:00,UTC,3,995.9,82,,,2.7,0,37660,350,4.3,2.4
2017,4,22,16:00,UTC,7,996.2,86,,,2,-0.1,28640,8,2.6,1.5
2017,4,22,17:00,UTC,9,996.7,98,,,0.8,0.4,3060,18,2.9,1.7
2017,4,22,18:00,UTC,7,996.9,96,,,1,0.4,50000,127,2.9,1.6
2017,4,22,19:00,UTC,8,997.2,96,,,0.7,0.1,50000,75,1.3,0.5
2017,4,22,20:00,UTC,8,997.4,99,,,0.2,0.1,38130,21,2.4,1.4
2017,4,22,21:00,UTC,8,997.6,99,,,0.1,0,37020,27,2.3,1.4
2017,4,22,22:00,UTC,7,997.9,99,,,-0.3,-0.3,17770,44,1.5,0.9
2017,4,22,23:00,UTC,8,998,99,,,-0.4,-0.6,9510,18,3,2
2017,4,23,00:00,UTC,7,998,99,,,-0.5,-0.7,41580,43,2.5,1.4
2017,4,23,01:00,UTC,7,998.3,99,,,-0.8,-0.9,31960,151,1.2,0.7
2017,4,23,02:00,UTC,8,998.5,100,,,-0.9,-1,41100,47,1.9,1
2017,4,23,03:00,UTC,8,998.9,95,,,-0.8,-1.5,50000,58,3,1.4
2017,4,23,04:00,UTC,5,999.3,92,,,-0.9,-2.1,50000,53,2.4,1.1
2017,4,23,05:00,UTC,7,999.6,90,,,-0.6,-2.1,49200,128,1.8,0.9
2017,4,23,06:00,UTC,7,1000,86,,,0.4,-1.7,42730,102,2.5,1.2
2017,4,23,07:00,UTC,7,1000.5,85,,,1.2,-1.1,33350,114,2.9,1.6
2017,4,23,08:00,UTC,7,1001.1,91,,,0.6,-0.6,3810,114,3.1,1.8
2017,4,23,09:00,UTC,9,1001.6,99,,,0.1,0,1280,129,3.3,2.2
2017,4,23,10:00,UTC,7,1001.7,90,,,2,0.5,20200,190,2.7,1
2017,4,23,11:00,UTC,7,1001.9,84,,,2.5,0.2,36970,238,3.3,2.2
2017,4,23,12:00,UTC,7,1001.9,56,,,3.7,-4.4,39410,113,4.6,2.6
2017,4,23,13:00,UTC,7,1002.1,53,,,3.8,-4.9,43520,122,5,3.1
2017,4,23,14:00,UTC,7,1002.3,52,,,4,-5,39950,86,4.1,2.2
2017,4,23,15:00,UTC,5,1002.7,51,,,4.6,-4.6,32590,79,4.4,2.3
2017,4,23,16:00,UTC,1,1003.1,51,,,3.6,-5.7,50000,102,4.7,2.4
2017,4,23,17:00,UTC,7,1003.6,55,,,3,-5.2,46610,108,5.4,3.4
2017,4,23,18:00,UTC,7,1004.1,60,,,2.3,-4.7,39250,94,4.1,1.9
2017,4,23,19:00,UTC,7,1004.7,65,,,1.5,-4.3,50000,98,3.1,1.5
2017,4,23,20:00,UTC,7,1005.1,72,,,0.3,-4.1,50000,117,6.7,3.9
2017,4,23,21:00,UTC,7,1005.7,74,,,-0.7,-4.7,50000,113,6.1,3.2
2017,4,23,22:00,UTC,7,1005.9,73,,,-0.8,-5.1,49170,104,3.6,1.9
2017,4,23,23:00,UTC,7,1006.1,75,,,-1,-4.9,50000,96,2.3,1.3
2017,4,24,00:00,UTC,7,1006.3,76,,,-1.6,-5.3,50000,87,2.7,1.2
2017,4,24,01:00,UTC,7,1006.4,77,,,-2.2,-5.8,50000,77,2.2,1.2
2017,4,24,02:00,UTC,3,1006.8,78,,,-3.1,-6.4,19380,56,2.9,1.7
2017,4,24,03:00,UTC,7,1007.1,77,,,-3.2,-6.7,36260,71,4.1,2
2017,4,24,04:00,UTC,7,1007.3,74,,,-2.9,-6.9,37260,110,3.8,1.8
2017,4,24,05:00,UTC,5,1007.5,68,,,-1.8,-6.8,33560,106,4,2.2
2017,4,24,06:00,UTC,7,1007.5,66,,,-1.1,-6.5,38820,97,4.7,2.6
2017,4,24,07:00,UTC,1,1007.6,61,,,0.4,-6.2,37630,109,5.9,3.6
2017,4,24,08:00,UTC,3,1007.7,56,,,1.8,-6.2,49420,107,5.9,3.4
2017,4,24,09:00,UTC,7,1007.7,51,,,2.9,-6.2,38580,107,5.6,2.9
2017,4,24,10:00,UTC,7,1007.9,51,,,2.7,-6.4,24610,90,4.7,2.3
2017,4,24,11:00,UTC,7,1007.8,48,,,3.7,-6.4,26420,74,4.6,2.3
2017,4,24,12:00,UTC,7,1007.7,48,,,4.2,-5.8,31550,110,5.2,2.6
2017,4,24,13:00,UTC,7,1007.9,52,,,3.5,-5.4,38620,152,4.1,2.2
2017,4,24,14:00,UTC,7,1007.7,49,,,4.3,-5.4,41680,113,4.1,2.2
2017,4,24,15:00,UTC,7,1007.6,49,,,4.4,-5.3,47000,121,2.6,1.6
2017,4,24,16:00,UTC,7,1007.8,49,,,4.5,-5.4,35980,94,4,1.6
2017,4,24,17:00,UTC,7,1008,53,,,3.9,-4.8,33210,78,4.2,2.2
2017,4,24,18:00,UTC,7,1008.3,52,,,3.4,-5.7,28760,77,3.4,1.8
2017,4,24,19:00,UTC,7,1008.7,53,,,2.9,-5.9,50000,103,5.7,2.8
2017,4,24,20:00,UTC,7,1008.9,55,,,2,-6.1,50000,106,5.1,2.9
2017,4,24,21:00,UTC,7,1009.2,58,,,1.2,-6.2,50000,101,5.1,2.8
2017,4,24,22:00,UTC,8,1009.4,63,,,0.4,-5.9,50000,86,3,1.3
2017,4,24,23:00,UTC,7,1009.4,65,,,0.2,-5.7,48680,98,3.2,1.6
2017,4,25,00:00,UTC,7,1009.5,68,,,-0.2,-5.5,45870,84,2.7,1.3
2017,4,25,01:00,UTC,8,1009.5,71,,,-0.7,-5.4,37770,53,2.8,1.6
2017,4,25,02:00,UTC,7,1009.7,74,,,-1.3,-5.4,27900,42,2.5,1.6
2017,4,25,03:00,UTC,1,1009.8,72,,,-1.6,-6,27850,64,3.1,1.9
2017,4,25,04:00,UTC,3,1010,72,,,-1.5,-5.9,12910,56,3,1.6
2017,4,25,05:00,UTC,5,1010.2,70,,,-1,-5.7,14230,52,2.9,1.7
2017,4,25,06:00,UTC,8,1010.2,68,,,-0.4,-5.6,18660,44,4.1,2.5
2017,4,25,07:00,UTC,8,1010.3,65,,,0.9,-4.9,20700,64,3,1.6
2017,4,25,08:00,UTC,8,1010.5,70,,,1.1,-3.7,41420,126,3.5,2.1
2017,4,25,09:00,UTC,7,1010.3,64,,,2.6,-3.5,19560,38,4.3,2.5
2017,4,25,10:00,UTC,7,1010.3,58,,,4.2,-3.2,29600,127,5.2,3
2017,4,25,11:00,UTC,3,1010.1,57,,,5,-2.9,36240,124,4.2,2.6
2017,4,25,12:00,UTC,7,1009.9,52,,,5.3,-3.6,38540,126,4,2.4
2017,4,25,13:00,UTC,1,1009.5,53,,,5.4,-3.5,42100,153,3.3,1.3
2017,4,25,14:00,UTC,7,1009.3,49,,,5.9,-3.9,24420,36,3.3,1.6
2017,4,25,15:00,UTC,7,1009.2,48,,,5.7,-4.3,38230,127,3.6,1.9
2017,4,25,16:00,UTC,7,1009.2,59,,,4.7,-2.5,25300,31,5.1,2.9
2017,4,25,17:00,UTC,1,1009.3,71,,,3.5,-1.3,33620,355,3.3,1.9
2017,4,25,18:00,UTC,1,1009.4,77,,,2.4,-1.3,27240,17,4.3,2.3
2017,4,25,19:00,UTC,0,1009.4,78,,,1.7,-1.8,24480,48,3.3,1.8
2017,4,25,20:00,UTC,0,1009.3,73,,,1.1,-3.3,32260,42,3.2,1.8
2017,4,25,21:00,UTC,0,1009.1,66,,,0.4,-5.2,42450,43,3,1.8
2017,4,25,22:00,UTC,0,1008.7,65,,,-0.3,-6,33490,46,3.5,2
2017,4,25,23:00,UTC,0,1008.3,65,,,-0.8,-6.6,50000,42,3.4,2.1
2017,4,26,00:00,UTC,7,1008,66,,,-1.3,-6.9,50000,38,4,2.7
2017,4,26,01:00,UTC,1,1007.3,69,,,-2.2,-7.2,50000,17,4.2,2.3
2017,4,26,02:00,UTC,7,1006.6,70,,,-2.1,-6.7,47320,6,2.7,1.2
2017,4,26,03:00,UTC,3,1006,69,,,-1.8,-6.8,30390,79,4.4,1.7
2017,4,26,04:00,UTC,7,1005,69,,,-1.2,-6.1,18200,45,6.3,3.8
2017,4,26,05:00,UTC,7,1004.4,65,,,-0.5,-6.2,15100,51,6.4,4.1
2017,4,26,06:00,UTC,5,1003.7,60,,,0.4,-6.6,16880,43,8.4,4.6
2017,4,26,07:00,UTC,7,1002.2,55,,,1.5,-6.6,11850,46,7.5,4.4
2017,4,26,08:00,UTC,7,1001.1,49,,,2.6,-7,9320,53,10.1,5.8
2017,4,26,09:00,UTC,7,1000.3,51,,,2.8,-6.4,7850,58,11.5,6.3
2017,4,26,10:00,UTC,8,999.7,65,,,1.9,-4.1,5590,52,12.7,7.6
2017,4,26,11:00,UTC,8,998.4,70,,,1.7,-3.2,12840,40,11.2,5.3
2017,4,26,12:00,UTC,8,997.7,81,,,1.1,-1.8,7960,28,9.2,4.6
2017,4,26,13:00,UTC,7,996.9,83,,,1.2,-1.3,9800,28,9.7,4.9
2017,4,26,14:00,UTC,8,996.3,74,,,2,-2.2,14260,30,12.9,5.8
2017,4,26,15:00,UTC,8,995.9,91,,,1,-0.3,3910,26,8.9,4.5
2017,4,26,16:00,UTC,8,995.5,94,,,0.8,-0.1,5730,25,10.5,4.8
2017,4,26,17:00,UTC,8,995.3,92,,,0.8,-0.4,6590,30,12.6,5.4
2017,4,26,18:00,UTC,8,995.2,96,,,0.5,0,2550,31,10.8,5.2
2017,4,26,19:00,UTC,8,995.1,98,,,0.4,0,2810,33,9.2,4.9
2017,4,26,20:00,UTC,8,995.3,98,,,0.2,-0.1,2860,38,12,4.8
2017,4,26,21:00,UTC,8,995.5,91,,,0.4,-0.9,19730,41,7.8,4.8
2017,4,26,22:00,UTC,8,995.9,88,,,0.2,-1.5,17010,27,8.6,4.3
2017,4,26,23:00,UTC,8,996.2,87,,,-0.1,-2,17950,20,7.4,3.7
2017,4,27,00:00,UTC,8,996.5,84,,,-0.2,-2.6,48380,18,7.5,3.8
2017,4,27,01:00,UTC,8,997.1,84,,,-0.5,-2.9,16870,25,7,3.5
2017,4,27,02:00,UTC,8,997.6,84,,,-0.7,-3.1,45890,11,6.5,2.5
2017,4,27,03:00,UTC,8,998.2,82,,,-0.8,-3.5,50000,24,6.5,3.3
2017,4,27,04:00,UTC,8,999,81,,,-0.9,-3.7,30020,4,5.8,2.8
2017,4,27,05:00,UTC,8,999.6,79,,,-0.7,-3.9,43690,25,6.6,3.2
2017,4,27,06:00,UTC,8,1000.3,79,,,-0.6,-3.9,10340,23,7.8,3.4
2017,4,27,07:00,UTC,7,1001.2,79,,,-0.3,-3.4,9900,20,6.5,3.5
2017,4,27,08:00,UTC,7,1002.1,80,,,0.4,-2.6,6990,25,6.3,3.1
2017,4,27,09:00,UTC,8,1002.9,69,,,1.1,-3.8,27790,31,7.9,4
2017,4,27,10:00,UTC,8,1003.8,71,,,1.6,-3.2,22200,31,9.6,4
2017,4,27,11:00,UTC,8,1004.9,73,,,1.7,-2.7,18520,12,6.6,2.8
2017,4,27,12:00,UTC,7,1005.9,69,,,2.1,-2.9,19620,24,7.9,3.9
2017,4,27,13:00,UTC,7,1006.6,57,,,3.7,-4,20700,15,6.5,2.5
2017,4,27,14:00,UTC,7,1007.4,50,,,4.1,-5.5,19070,36,9.4,4.5
2017,4,27,15:00,UTC,7,1008.2,46,,,4.5,-6.2,22540,24,7.6,3.6
2017,4,27,16:00,UTC,7,1009.4,46,,,4,-6.6,28370,43,6.4,3.3
2017,4,27,17:00,UTC,8,1010.3,45,,,3.7,-7.2,27060,36,8,3.6
2017,4,27,18:00,UTC,5,1011.6,48,,,2.7,-7.2,32390,23,7.4,3.9
2017,4,27,19:00,UTC,7,1012.9,52,,,1.5,-7.2,32310,10,7.3,2.4
2017,4,27,20:00,UTC,0,1014.1,55,,,0.3,-7.6,35850,19,4,2
2017,4,27,21:00,UTC,0,1014.9,66,,,-0.9,-6.5,40030,323,3,1.5
2017,4,27,22:00,UTC,0,1015.6,68,,,-1.4,-6.6,44730,339,4.7,1.8
2017,4,27,23:00,UTC,0,1016.4,69,,,-1.5,-6.5,50000,357,4.1,2
2017,4,28,00:00,UTC,5,1017.3,71,,,-2,-6.6,49430,335,3.5,1.6
2017,4,28,01:00,UTC,7,1018.2,72,,,-2.3,-6.7,48400,342,4.7,2.7
2017,4,28,02:00,UTC,5,1019,75,,,-2.6,-6.5,41700,352,5.1,2.3
2017,4,28,03:00,UTC,5,1020.1,75,,,-2.6,-6.3,40410,7,5.1,2.5
2017,4,28,04:00,UTC,3,1021.3,75,,,-2.3,-6.1,26370,4,4.3,2
2017,4,28,05:00,UTC,1,1022.2,71,,,-1.1,-5.7,16730,4,3.3,1.9
2017,4,28,06:00,UTC,7,1023,64,,,0.7,-5.4,18490,44,5.8,2.7
2017,4,28,07:00,UTC,3,1023.6,56,,,2.6,-5.4,17810,35,4.6,2.3
2017,4,28,08:00,UTC,7,1024.2,47,,,3,-7.2,17260,43,5.2,2.6
2017,4,28,09:00,UTC,7,1025,40,,,2.9,-9.5,21110,51,5,2.5
2017,4,28,10:00,UTC,7,1025.8,39,,,3.4,-9.3,28850,68,4.1,2.2
2017,4,28,11:00,UTC,7,1026.4,33,,,4.4,-10.5,22820,62,4.8,1.8
2017,4,28,12:00,UTC,7,1026.9,35,,,5.3,-8.8,28520,82,3.1,1.4
2017,4,28,13:00,UTC,7,1027.4,35,,,4.4,-9.8,23610,25,5,2.3
2017,4,28,14:00,UTC,3,1027.8,31,,,4.9,-10.7,37530,13,2.7,1.3
2017,4,28,15:00,UTC,0,1028.2,31,,,4.9,-10.8,28990,50,2.9,1.4
2017,4,28,16:00,UTC,0,1028.4,33,,,4.8,-10.1,35910,88,4.3,2
2017,4,28,17:00,UTC,0,1028.9,32,,,4.3,-11.1,30230,66,3.1,1.6
2017,4,28,18:00,UTC,0,1029.4,36,,,3.5,-10.2,38290,116,1.8,1
2017,4,28,19:00,UTC,0,1030.2,49,,,1.3,-8.3,16180,0,0.4,0
2017,4,28,20:00,UTC,0,1031,66,,,-1.1,-6.6,11770,0,0.7,0
2017,4,28,21:00,UTC,0,1031.7,75,,,-2.8,-6.5,21580,0,0.6,0
2017,4,28,22:00,UTC,0,1032.1,80,,,-3.4,-6.4,24640,0,0.7,0
2017,4,28,23:00,UTC,0,1032.4,71,,,-3.1,-7.6,46310,43,2.4,1.5
2017,4,29,00:00,UTC,0,1032.8,74,,,-3.8,-7.7,29390,66,1.9,1.4
2017,4,29,01:00,UTC,0,1033.1,75,,,-4.4,-8.1,32890,57,2.1,1.4
2017,4,29,02:00,UTC,0,1033.5,77,,,-4.9,-8.4,44430,48,1.9,1.2
2017,4,29,03:00,UTC,0,1033.9,77,,,-5.3,-8.7,42990,72,2.3,1.3
2017,4,29,04:00,UTC,0,1034.1,77,,,-4.6,-8.1,31110,91,1.5,0.9
2017,4,29,05:00,UTC,0,1034.2,63,,,-1.3,-7.4,25460,46,1.6,1.1
2017,4,29,06:00,UTC,0,1034.4,57,,,0.6,-6.9,30970,50,2.3,1.6
2017,4,29,07:00,UTC,0,1034.4,46,,,3.7,-6.8,28020,52,2.2,1.1
2017,4,29,08:00,UTC,0,1034.3,42,,,5.2,-6.8,35670,111,5,2.3
2017,4,29,09:00,UTC,1,1033.9,39,,,5.6,-7.3,38570,125,6.2,2.6
2017,4,29,10:00,UTC,0,1033.5,36,,,6.3,-7.8,44340,122,5.4,2.8
2017,4,29,11:00,UTC,0,1033,32,,,7.6,-8.1,38980,95,3.9,1.7
2017,4,29,12:00,UTC,0,1032.5,27,,,7.8,-10,39940,96,5.4,2.2
2017,4,29,13:00,UTC,0,1031.9,26,,,7.8,-10.4,36620,94,5.3,2.5
2017,4,29,14:00,UTC,0,1031.3,25,,,7.9,-11.1,32230,78,6.4,3.2
2017,4,29,15:00,UTC,0,1030.7,24,,,7.6,-11.6,26100,67,7.5,4.1
2017,4,29,16:00,UTC,0,1030.4,26,,,7.4,-11,40730,89,6.1,2.8
2017,4,29,17:00,UTC,0,1029.9,31,,,6.5,-9.4,29890,59,4.9,3
2017,4,29,18:00,UTC,0,1029.6,35,,,5.7,-8.5,37360,63,4.3,2.3
2017,4,29,19:00,UTC,0,1029.5,33,,,4.6,-10.5,49280,73,4.8,2.2
2017,4,29,20:00,UTC,7,1029.1,36,,,3.7,-9.9,50000,77,6,2.7
2017,4,29,21:00,UTC,7,1028.8,38,,,3,-10,50000,72,7.4,3.2
2017,4,29,22:00,UTC,7,1028.1,39,,,2.6,-10,50000,67,6.5,3.8
2017,4,29,23:00,UTC,7,1027.2,45,,,1.8,-9,50000,57,6.5,3.9
2017,4,30,00:00,UTC,8,1026.6,43,,,1.7,-9.5,50000,65,7.3,4
2017,4,30,01:00,UTC,8,1025.9,47,,,1.4,-8.8,36430,59,5.8,3.2
2017,4,30,02:00,UTC,7,1024.6,49,,,1.2,-8.4,37910,56,9.2,4.9
2017,4,30,03:00,UTC,8,1024.3,52,,,1.1,-7.7,12360,72,10.6,4.2
2017,4,30,04:00,UTC,8,1022.7,86,,,-0.9,-3,3990,48,8.6,5.2
2017,4,30,05:00,UTC,8,1020.7,76,,,0.6,-3.1,41660,54,10.6,6.2
2017,4,30,06:00,UTC,8,1019.9,94,,,0.1,-0.8,1860,66,9.4,4.7
2017,4,30,07:00,UTC,8,1019,100,,,0.1,0,2590,66,9.7,5.3
2017,4,30,08:00,UTC,8,1017.9,95,,,0.7,0.1,9600,64,8.3,4.5
2017,4,30,09:00,UTC,7,1016.5,97,,,1.3,0.8,6120,63,7.4,4.7
2017,4,30,10:00,UTC,8,1015.6,87,,,2.1,0.2,28440,71,10.2,4.1
2017,4,30,11:00,UTC,8,1014.9,82,,,2.7,-0.1,37260,78,8.4,3.8
2017,4,30,12:00,UTC,8,1014.2,90,,,2.1,0.6,45960,67,5,2.5
2017,4,30,13:00,UTC,7,1013.2,96,,,1.9,1.3,8550,73,5.8,3.1
2017,4,30,14:00,UTC,8,1012.2,97,,,1.7,1.3,3720,74,5.3,3
2017,4,30,15:00,UTC,8,1011.6,97,,,1.9,1.4,6390,92,5.6,2.3
2017,4,30,16:00,UTC,8,1011,96,,,1.9,1.4,14680,100,5.8,3.2
2017,4,30,17:00,UTC,8,1010.4,96,,,2.1,1.6,21140,98,3.4,1.7
2017,4,30,18:00,UTC,8,1009.9,97,,,2.2,1.8,18360,97,3,1.5
2017,4,30,19:00,UTC,7,1009.3,98,,,2.1,1.8,12870,106,3.6,2.2
2017,4,30,20:00,UTC,8,1008.9,100,,,1.8,1.8,17970,134,3.3,1.8
2017,4,30,21:00,UTC,7,1009,98,,,2.1,1.8,13260,161,4.1,2.7
2017,4,30,22:00,UTC,8,1009.4,96,,,1.4,0.7,50000,201,7.1,4.5
2017,4,30,23:00,UTC,8,1009.4,97,,,0.5,0,8590,184,6.5,3.5
2017,5,1,00:00,UTC,8,1009.2,99,,,0.2,0.1,5340,181,5.7,3
2017,5,1,01:00,UTC,8,1009.2,100,,,0.1,0.1,4490,204,5.8,3.4
2017,5,1,02:00,UTC,8,1009.5,100,,,0.2,0.2,20630,213,7.8,4.3
2017,5,1,03:00,UTC,8,1009.8,100,,,0.3,0.3,43900,217,6.1,3.9
2017,5,1,04:00,UTC,8,1010.2,99,,,0.3,0.2,9300,212,7.3,4.3
2017,5,1,05:00,UTC,7,1010.6,100,,,0.2,0.2,2030,227,6.9,4
2017,5,1,06:00,UTC,8,1011.2,98,,,0.2,-0.1,2450,228,6.6,4
2017,5,1,07:00,UTC,8,1012,92,,,0.4,-0.7,29660,244,9.3,6.2
2017,5,1,08:00,UTC,8,1012.6,87,,,1.5,-0.5,33460,235,8.1,5
2017,5,1,09:00,UTC,7,1012.6,77,,,3,-0.7,45230,233,8.5,4.9
2017,5,1,10:00,UTC,7,1013,63,,,4,-2.5,46620,234,8.9,6.3
2017,5,1,11:00,UTC,7,1013.5,60,,,4.1,-2.9,48430,222,9.1,5
2017,5,1,12:00,UTC,7,1013.6,54,,,5.5,-3.1,45430,220,8.3,4.7
2017,5,1,13:00,UTC,7,1013.6,59,,,5.9,-1.6,30180,229,9.4,6.3
2017,5,1,14:00,UTC,7,1013.9,55,,,6.7,-1.7,23860,238,12.9,7.4
2017,5,1,15:00,UTC,7,1013.4,49,,,7.2,-2.7,50000,226,7.4,4.7
2017,5,1,16:00,UTC,3,1013.4,43,,,7.9,-4,50000,242,9.8,5.2
2017,5,1,17:00,UTC,7,1013.7,45,,,7.3,-3.8,47280,248,10.5,6.3
2017,5,1,18:00,UTC,7,1014,49,,,6.5,-3.5,38450,245,13.2,6.7
2017,5,1,19:00,UTC,7,1014.3,54,,,5.6,-2.9,50000,247,9.3,5.9
2017,5,1,20:00,UTC,5,1014.8,60,,,4.6,-2.6,50000,248,7.9,4.9
2017,5,1,21:00,UTC,5,1015.1,63,,,4,-2.3,50000,247,6.4,4
2017,5,1,22:00,UTC,8,1015.3,66,,,3.6,-2.1,50000,246,6.1,3.8
2017,5,1,23:00,UTC,8,1015.5,69,,,3.1,-2,50000,243,5.1,3.1
2017,5,2,00:00,UTC,8,1015.7,73,,,2.5,-1.8,50000,245,4.7,2.9
2017,5,2,01:00,UTC,8,1015.9,73,,,2.4,-1.9,50000,249,4,2.7
2017,5,2,02:00,UTC,7,1016,70,,,2.8,-2.2,50000,258,4.8,2.5
2017,5,2,03:00,UTC,7,1016.2,67,,,3.4,-2.1,50000,258,5.1,3.1
2017,5,2,04:00,UTC,7,1016.5,63,,,4,-2.4,50000,272,6.5,3.5
2017,5,2,05:00,UTC,1,1016.7,59,,,5.1,-2.3,39580,288,8.7,3.9
2017,5,2,06:00,UTC,1,1017.1,54,,,6.1,-2.6,41770,287,6.2,3.7
2017,5,2,07:00,UTC,7,1017.8,50,,,6.7,-3.1,32460,292,8.6,4.9
2017,5,2,08:00,UTC,5,1018.2,47,,,7.2,-3.5,30720,303,9,5
2017,5,2,09:00,UTC,5,1018.9,44,,,8,-3.6,32400,302,8.7,4.1
2017,5,2,10:00,UTC,7,1019.4,40,,,7.8,-4.9,38330,314,9.1,5.2
2017,5,2,11:00,UTC,7,1020.3,43,,,7.7,-4.1,32040,299,10.6,5.6
2017,5,2,12:00,UTC,3,1021,42,,,8.2,-4.1,34380,313,6.9,3.3
2017,5,2,13:00,UTC,7,1022.2,61,,,5.5,-1.6,39630,305,9.1,4.4
2017,5,2,14:00,UTC,7,1022.7,57,,,6.6,-1.4,39540,293,5.2,2.9
2017,5,2,15:00,UTC,5,1023.8,62,,,5.1,-1.7,47090,326,6.1,2.8
2017,5,2,16:00,UTC,7,1024.6,62,,,4.8,-1.8,46040,333,6.9,3.1
2017,5,2,17:00,UTC,5,1025.2,64,,,4.3,-1.9,50000,324,6.9,3.2
2017,5,2,18:00,UTC,7,1025.9,67,,,3.8,-1.7,49130,309,6.1,2.5
2017,5,2,19:00,UTC,5,1026.6,58,,,3.4,-4.2,47380,341,5.9,3
2017,5,2,20:00,UTC,8,1027.2,57,,,3.5,-4.3,50000,326,7,3.6
2017,5,2,21:00,UTC,1,1027.7,61,,,2.5,-4.3,50000,306,6,3
2017,5,2,22:00,UTC,0,1028,62,,,2.2,-4.3,50000,322,5.8,2.8
2017,5,2,23:00,UTC,0,1028.4,68,,,1.3,-3.9,50000,294,3,1.9
2017,5,3,00:00,UTC,7,1028.8,74,,,0.1,-4,40560,283,2.9,1.9
2017,5,3,01:00,UTC,7,1029.1,77,,,0,-3.5,50000,278,2.9,1.9
2017,5,3,02:00,UTC,7,1029.2,69,,,2.7,-2.4,50000,308,5.4,2.1
2017,5,3,03:00,UTC,7,1029.6,67,,,3,-2.6,50000,319,5.8,2.2
2017,5,3,04:00,UTC,8,1030,65,,,3.2,-2.7,38610,324,4.7,2.5
2017,5,3,05:00,UTC,8,1030.7,64,,,3.5,-2.6,34750,327,5.8,2.6
2017,5,3,06:00,UTC,8,1031.3,63,,,3.9,-2.6,35220,333,6.3,3.3
2017,5,3,07:00,UTC,7,1031.9,60,,,4.2,-2.8,38480,328,5.9,3.4
2017,5,3,08:00,UTC,7,1032.8,64,,,4.4,-1.9,29520,341,6.1,2.9
2017,5,3,09:00,UTC,8,1033.4,55,,,4.8,-3.5,32570,332,6.3,3.4
2017,5,3,10:00,UTC,7,1034.3,53,,,4.8,-4.1,24990,4,6.6,3.3
2017,5,3,11:00,UTC,7,1034.9,52,,,5,-4.2,34840,346,4.7,2.3
2017,5,3,12:00,UTC,7,1035.7,51,,,4.3,-5.1,31590,335,6.6,3.5
2017,5,3,13:00,UTC,7,1035.9,47,,,4.5,-5.8,33320,330,7.1,3.5
2017,5,3,14:00,UTC,7,1036.4,49,,,4.4,-5.4,37500,333,6.9,3.3
2017,5,3,15:00,UTC,7,1036.6,45,,,4.7,-6.2,25010,338,6.6,2.7
2017,5,3,16:00,UTC,7,1036.9,46,,,4.6,-5.9,31550,358,5,2.2
