,averageDelayInMinutes
857,0.14285714285714285
858,1.25
859,0.9910714285714286
860,3.142857142857143
861,2.706896551724138
862,31.03409090909091
863,12.806818181818182
864,5.238636363636363
865,75.44318181818181
866,24.113636363636363
867,0.4318181818181818
868,-0.07954545454545454
869,0.7954545454545454
870,-0.26136363636363635
871,0.2840909090909091
872,-3.0
873,1.6359649122807018
874,0.7675438596491229
875,21.846153846153847
876,18.846153846153847
877,5.730769230769231
878,1.1785714285714286
879,0.2857142857142857
880,0.32142857142857145
881,9.25
882,0.7142857142857143
883,3.107142857142857
884,0.32142857142857145
885,0.75
886,-0.14285714285714285
887,2.0714285714285716
888,14.0
889,-0.21428571428571427
890,0.5454545454545454
891,0.72
892,1.3461538461538463
893,3.25
894,0.0
895,0.68
896,16.892857142857142
897,10.423076923076923
898,4.153846153846154
899,10.76923076923077
900,5.769230769230769
901,1.4615384615384615
902,2.7857142857142856
903,2.2857142857142856
904,1.6538461538461537
905,24.129032258064516
906,2.3548387096774195
907,4.5
908,3.2419354838709675
909,9.17741935483871
910,5.854838709677419
911,1.8387096774193548
912,-0.46774193548387094
913,1.435483870967742
914,0.22580645161290322
915,2.328125
916,2.096774193548387
917,10.64516129032258
918,1.7419354838709677
919,1.4696969696969697
920,5.515151515151516
921,18.151515151515152
922,2.5681818181818183
923,6.909090909090909
924,179.00757575757575
925,13.946969696969697
926,7.348484848484849
927,30.333333333333332
928,36.083333333333336
929,2.297979797979798
930,4.136363636363637
931,2.642857142857143
932,3.095959595959596
933,5.944444444444445
934,16.977678571428573
935,31.292929292929294
936,44.292929292929294
937,0.92
938,5.521739130434782
939,0.5144927536231884
940,-0.18115942028985507
941,2.6159420289855073
942,1.1666666666666667
943,1.9057971014492754
944,14.521739130434783
945,3.8550724637681157
946,-0.45652173913043476
947,-0.6666666666666666
948,2.1454545454545455
949,2.525
950,-0.43661971830985913
951,0.8
952,6.209090909090909
953,6.2105263157894735
954,8.6125
955,0.24545454545454545
956,0.2818181818181818
957,1.8035714285714286
958,0.6666666666666666
959,10.535714285714286
960,0.6153846153846154
961,18.5625
962,12.318181818181818
963,10.244897959183673
964,11.591836734693878
965,4.363636363636363
966,0.6349206349206349
967,-0.373015873015873
968,3.5317460317460316
969,0.8214285714285714
970,0.625
971,7.119047619047619
972,1.3
973,0.42857142857142855
974,0.7840909090909091
975,-0.3068181818181818
976,-0.07954545454545454
977,0.0
978,1.2613636363636365
979,1.0340909090909092
980,0.19318181818181818
981,-1.8863636363636365
982,2.590909090909091
983,5.0227272727272725
984,3.810344827586207
985,21.444915254237287
986,-0.9649122807017544
987,20.614035087719298
988,0.9230769230769231
989,6.8076923076923075
990,0.5769230769230769
991,0.0
992,-0.35714285714285715
993,4.107142857142857
994,0.14285714285714285
995,0.0
996,-0.17857142857142858
997,0.03571428571428571
998,-0.2857142857142857
999,1.8214285714285714
1000,33.82142857142857
1001,29.285714285714285
1002,17.5
1003,0.2631578947368421
1004,0.5394736842105263
1005,12.86
1006,0.26
1007,0.2
1008,-0.03571428571428571
1009,-1.1153846153846154
1010,2.5384615384615383
1011,5.038461538461538
1012,-0.11538461538461539
1013,0.6923076923076923
1014,0.5
1015,1.5384615384615385
1016,2.4642857142857144
1017,1.6153846153846154
1018,-0.25
1019,0.8461538461538461
1020,2.923076923076923
1021,1.5
1022,2.0806451612903225
1023,3.532258064516129
1024,4.306451612903226
1025,0.6290322580645161
1026,0.45161290322580644
1027,0.5806451612903226
1028,0.25806451612903225
1029,0.9354838709677419
1030,0.5967741935483871
1031,3.903225806451613
1032,1.453125
1033,-0.24193548387096775
1034,0.3064516129032258
1035,1.2580645161290323
1036,0.016129032258064516
1037,7.370967741935484
1038,1.5303030303030303
1039,3.537878787878788
1040,2.9242424242424243
1041,1.7878787878787878
1042,2.2196969696969697
1043,15.833333333333334
1044,2.977272727272727
1045,3.3484848484848486
1046,23.946969696969695
1047,2.742424242424242
1048,5.295454545454546
1049,2.6136363636363638
1050,5.207070707070707
1051,1.106060606060606
1052,1.2991071428571428
1053,4.585858585858586
1054,0.8535353535353535
1055,0.16666666666666666
1056,1.2272727272727273
1057,0.20982142857142858
1058,3.176767676767677
1059,3.5353535353535355
1060,3.2753623188405796
1061,3.391304347826087
1062,1.7826086956521738
1063,0.6884057971014492
1064,0.17391304347826086
1065,0.2391304347826087
1066,1.7173913043478262
1067,16.434782608695652
1068,0.021739130434782608
1069,7.550724637681159
1070,0.35507246376811596
1071,1.4057971014492754
1072,2.7818181818181817
1073,1.7727272727272727
1074,0.5845070422535211
1075,0.85625
1076,5.154545454545454
1077,0.9125
1078,6.9818181818181815
1079,23.68421052631579
1080,13.4125
1081,13.372727272727273
1082,-1.25
1083,-0.14285714285714285
1084,10.839285714285714
1085,2.5833333333333335
1086,8.227272727272727
1087,2.122448979591837
1088,9.73469387755102
1089,2.7936507936507935
1090,0.7063492063492064
1091,0.10317460317460317
1092,37.61607142857143
1093,2.2142857142857144
1094,0.39285714285714285
1095,-0.03968253968253968
1096,0.5
1097,3.1136363636363638
1098,6.545454545454546
1099,1.4482758620689655
1100,2.0113636363636362
1101,3.6363636363636362
1102,0.06818181818181818
1103,-0.4431818181818182
1104,0.7045454545454546
1105,1.875
1106,1.3977272727272727
1107,2.1818181818181817
1108,0.5681818181818182
1109,7.340909090909091
1110,4.113636363636363
1111,0.9772727272727273
1112,-2.1864406779661016
1113,0.7763157894736842
1114,0.9824561403508771
1115,1.1923076923076923
1116,-2.0384615384615383
1117,5.769230769230769
1118,1.1538461538461537
1119,4.0
1120,0.39285714285714285
1121,1.7857142857142858
1122,0.07142857142857142
1123,2.4285714285714284
1124,0.32142857142857145
1125,0.14285714285714285
1126,-0.17857142857142858
1127,1.8928571428571428
1128,2.3214285714285716
1129,28.928571428571427
1130,7.357142857142857
1131,4.5
1132,1.1071428571428572
1133,1.1071428571428572
1134,-1.5714285714285714
1135,-1.0454545454545454
1136,3.409090909090909
1137,2.3421052631578947
1138,0.5263157894736842
1139,14.68
1140,11.22
1141,-0.52
1142,3.6785714285714284
1143,26.423076923076923
1144,8.115384615384615
1145,9.346153846153847
1146,2.3846153846153846
1147,3.1153846153846154
1148,2.1538461538461537
1149,4.785714285714286
1150,-0.2857142857142857
1151,8.23076923076923
1152,4.8076923076923075
1153,1.515625
1154,1.3225806451612903
1155,1.2419354838709677
1156,1.0161290322580645
1157,2.1451612903225805
1158,2.5806451612903225
1159,0.16129032258064516
1160,3.403225806451613
1161,1.1935483870967742
1162,2.596774193548387
1163,2.0806451612903225
1164,0.1774193548387097
1165,5.548387096774194
1166,1.5161290322580645
1167,2.0161290322580645
1168,0.5
1169,13.661290322580646
1170,9.919354838709678
1171,1.6451612903225807
1172,3.096774193548387
1173,2.8870967741935485
1174,3.6129032258064515
1175,1.0483870967741935
1176,5.193548387096774
1177,8.225806451612904
1178,2.3225806451612905
1179,3.2954545454545454
1180,-0.030303030303030304
1181,1.7954545454545454
1182,0.3333333333333333
1183,0.3333333333333333
1184,3.590909090909091
1185,1.5833333333333333
1186,5.393939393939394
1187,3.3636363636363638
1188,0.7348484848484849
1189,1.6136363636363635
1190,4.606060606060606
1191,3.606060606060606
1192,1.47979797979798
1193,1.8928571428571428
1194,4.095959595959596
1195,17.42929292929293
1196,1.1565656565656566
1197,0.5959595959595959
1198,1.4732142857142858
1199,0.45454545454545453
1200,18.17676767676768
1201,9.442028985507246
1202,0.8913043478260869
1203,4.13768115942029
1204,1.7753623188405796
1205,-0.2318840579710145
1206,3.6884057971014492
1207,1.1666666666666667
1208,2.4855072463768115
1209,2.0942028985507246
1210,2.8115942028985508
1211,0.4057971014492754
1212,-0.8333333333333334
1213,1.0727272727272728
1214,5.718181818181818
1215,0.33098591549295775
1216,1.56875
1217,0.13125
1218,1.45
1219,2.4
1220,2.460526315789474
1221,0.23125
1222,3.0636363636363635
1223,8.625
1224,0.9553571428571429
1225,2.0267857142857144
1226,-0.4166666666666667
1227,1.0909090909090908
1228,3.193877551020408
1229,0.47959183673469385
1230,0.9920634920634921
1231,1.0396825396825398
1232,0.24603174603174602
1233,3.017857142857143
1234,1.9375
1235,1.0625
1236,3.6825396825396823
1237,-0.2857142857142857
1238,4.613636363636363
1239,65.79545454545455
1240,9.594827586206897
1241,4.670454545454546
1242,0.375
1243,-0.045454545454545456
1244,6.045454545454546
1245,1.2727272727272727
1246,0.19318181818181818
1247,-0.19318181818181818
1248,-0.03409090909090909
1249,22.386363636363637
1250,7.443181818181818
1251,0.5227272727272727
1252,3.0568181818181817
1253,5.6991525423728815
1254,1.4342105263157894
1255,2.087719298245614
1256,-0.038461538461538464
1257,-0.8846153846153846
1258,5.076923076923077
1259,2.1153846153846154
1260,0.8
1261,0.21428571428571427
1262,-1.8214285714285714
1263,-0.42857142857142855
1264,0.5
1265,1.3214285714285714
1266,0.5357142857142857
1267,-0.17857142857142858
1268,0.6785714285714286
1269,0.25
1270,1.7142857142857142
1271,0.8928571428571429
1272,10.464285714285714
1273,-0.03571428571428571
1274,-0.07142857142857142
1275,-1.2857142857142858
1276,-0.22727272727272727
1277,2.590909090909091
1278,0.18
1279,3.576923076923077
1280,1.013157894736842
1281,-0.06
1282,2.76
1283,0.6428571428571429
1284,3.4615384615384617
1285,5.346153846153846
1286,2.0
1287,5.115384615384615
1288,4.115384615384615
1289,3.8076923076923075
1290,8.285714285714286
1291,-0.32142857142857145
1292,0.15384615384615385
1293,1.4230769230769231
1294,1.96875
1295,1.8225806451612903
1296,2.0161290322580645
1297,1.0483870967741935
1298,2.2096774193548385
1299,5.532258064516129
1300,1.7580645161290323
1301,0.7580645161290323
1302,2.2903225806451615
1303,4.596774193548387
1304,0.6935483870967742
1305,1.5806451612903225
1306,-0.0967741935483871
1307,0.8064516129032258
1308,1.8387096774193548
1309,1.125
1310,2.935483870967742
1311,0.7096774193548387
1312,0.5
1313,9.258064516129032
1314,0.08064516129032258
1315,3.661290322580645
1316,0.46774193548387094
1317,1.6774193548387097
1318,0.5645161290322581
1319,1.032258064516129
1320,0.5757575757575758
1321,-0.3181818181818182
1322,1.0833333333333333
1323,0.5454545454545454
1324,30.393939393939394
1325,10.31060606060606
1326,4.1893939393939394
1327,2.742424242424242
1328,1.7121212121212122
1329,11.121212121212121
1330,1.5757575757575757
1331,5.121212121212121
1332,1.202020202020202
1333,1.2525252525252526
1334,1.6205357142857142
1335,12.333333333333334
1336,-0.803030303030303
1337,-0.3181818181818182
1338,1.8383838383838385
1339,-0.022321428571428572
1340,1.196969696969697
1341,1.904040404040404
1342,5.021739130434782
1343,1.7463768115942029
1344,0.6086956521739131
1345,12.079710144927537
1346,1.934782608695652
